task_name,val_BLEU_1,val_BLEU_2,val_BLEU_3,val_BLEU_4,val_METEOR,val_ROUGE_L,val_CIDEr,test_BLEU_1,test_BLEU_2,test_BLEU_3,test_BLEU_4,test_METEOR,test_ROUGE_L,test_CIDEr
finetune_dymes_iuxray,0.4691474273486458,0.31383654366734887,0.22575700251482925,0.16768036107779488,0.1923363420553241,0.3900746741123938,0.35380798436259453,0.5139633077192008,0.3482839229960006,0.25632372219511373,0.1956758691286703,0.21170134136559146,0.40732146305286016,0.4267079376255188
