task_name,val_BLEU_1,val_BLEU_2,val_BLEU_3,val_BLEU_4,val_METEOR,val_ROUGE_L,val_CIDEr,test_BLEU_1,test_BLEU_2,test_BLEU_3,test_BLEU_4,test_METEOR,test_ROUGE_L,test_CIDEr
finetune_dymes_mimic,0.39960296251049554,0.2623714444440817,0.18391165083756933,0.1361716202603866,0.17769997950687225,0.31437461673604516,0.10911733563364759,0.41062544128996076,0.2514210375244451,0.1647433389189057,0.11527030297879784,0.15136094740938164,0.280224955056904,0.10583364303375783
